file_name	title	author	datetime
at-to-watch-for-during-this-weeks-supreme-court-confirmation-hearings.html	What To Watch For During This Week’s Supreme Court Confirmation Hearings	Anna Rothschild	Oct. 12, 2020
e-politics-podcast-answers-your-questions-about-the-forecast.html	The Politics Podcast Answers Your Questions About The Forecast	Galen Druke	Oct. 9, 2020
the-postseason-is-a-two-strike-game-and-other-observations-from-the-mlb-playoffs.html	The Postseason Is A Two-Strike Game, And Other Observations From The MLB Playoffs	Travis Sawchik	Oct. 9, 2020
scoring-is-way-up-in-the-nfl-which-teams-does-that-help.html	Scoring Is Way Up In The NFL. Which Teams Does That Help?	Josh Hermsmeyer	Oct. 9, 2020
what-are-the-possible-side-effects-of-trumps-covid-19-treatment.html	What Are The Possible Side Effects Of Trump’s COVID-19 Treatment?	Kaleigh Rogers	Oct. 9, 2020
can-you-parallel-park-your-car.html	Can You Parallel Park Your Car?	Zach Wissner-Gross	Oct. 9, 2020
trumps-bout-with-covid-19-might-be-hurting-his-reelection-chances.html	Trump’s Bout With COVID-19 Might Be Hurting His Reelection Chances	Nathaniel Rakich	Oct. 9, 2020
a-contested-2020-election-would-be-way-worse-than-bush-v-gore.html	A Contested 2020 Election Would Be Way Worse Than Bush v. Gore	Clare Malone	Oct. 9, 2020
trump-doesnt-know-why-crime-rises-or-falls-neither-does-biden-or-any-other-politician.html	Trump Doesn’t Know Why Crime Rises or Falls. Neither Does Biden. Or Any Other Politician.	Maggie Koerth	Oct. 8, 2020
does-trump-need-the-next-debate.html	Does Trump Need The Next Debate?		Oct. 8, 2020
e-vice-presidential-debate-was-civil-but-did-it-shake-up-the-race.html	The Vice Presidential Debate Was Civil. But Did It Shake Up The Race?	Galen Druke	Oct. 8, 2020
how-can-miami-get-back-into-the-nba-finals.html	How Can Miami Get Back Into The NBA Finals?		Oct. 8, 2020
the-l-a-rams-are-running-their-way-back-into-contention.html	The L.A. Rams Are Running Their Way Back Into Contention	Neil Paine	Oct. 8, 2020
how-did-lindsey-graham-end-up-in-such-a-close-race.html	How Did Lindsey Graham End Up In Such A Close Race?	Perry Bacon Jr.	Oct. 8, 2020
at-to-watch-for-during-the-vice-presidential-debate.html	What To Watch For During The Vice Presidential Debate	Galen Druke	Oct. 7, 2020
the-president-took-a-rare-combination-of-covid-19-drugs-will-it-help.html	The President Took A Rare Combination Of COVID-19 Drugs. Will It Help?	Anna Rothschild	Oct. 7, 2020
biden-got-some-of-his-best-polls-this-week.html	Biden Got Some Of His Best Polls This Week	Nathaniel Rakich	Oct. 7, 2020
ump-has-three-big-problems-heading-toward-election-day.html	Trump Has Three Big Problems Heading Toward Election Day	Nate Silver	Oct. 7, 2020
breanna-stewart-is-coming-for-the-record-books.html	Breanna Stewart Is Coming For The Record Books	Howard Megdal	Oct. 7, 2020
take-negative-covid-19-tests-seriously-but-not-literally.html	Take Negative COVID-19 Tests Seriously, But Not Literally	Maggie Koerth	Oct. 7, 2020
jimmy-butler-started-hot-then-the-lakers-cooled-him-down.html	Jimmy Butler Started Hot. Then The Lakers Cooled Him Down.	Jared Dubin	Oct. 7, 2020
our-forecast-thinks-democrats-will-keep-the-house-and-maybe-even-gain-seats.html	Our Forecast Thinks Democrats Will Keep The House … And Maybe Even Gain Seats	Nathaniel Rakich	Oct. 7, 2020
the-big-12-cant-rely-on-texas-and-oklahoma-this-year.html	The Big 12 Can’t Rely On Texas And Oklahoma This Year	Josh Planos	Oct. 7, 2020
the-economy-was-trumps-one-remaining-advantage-now-he-might-have-blown-it.html	The Economy Was Trump’s One Remaining Advantage. Now He Might Have Blown It.	Nate Silver	Oct. 6, 2020
pence-harris-vice-president-debate.html	VP Debates Usually Don’t Matter. But We’re Way Past Usual.		Oct. 7, 2020
the-heat-took-a-page-from-the-lakers-playbook.html	The Heat Took A Page From The Lakers’ Playbook	Michael Pina	Oct. 6, 2020
the-seattle-storms-dynamic-duo-is-on-the-brink-of-another-title.html	The Seattle Storm’s Dynamic Duo Is On The Brink Of Another Title	Howard Megdal	Oct. 6, 2020
this-rotation-isnt-vintage-braves-but-atlanta-is-making-it-work.html	This Rotation Isn’t ‘Vintage Braves,’ But Atlanta Is Making It Work	Neil Paine	Oct. 6, 2020
how-the-two-party-system-obscures-the-complexity-of-black-americans-politics.html	How The Two-Party System Obscures The Complexity Of Black Americans’ Politics	Hakeem Jefferson	Oct. 6, 2020
trump-is-giving-dangerous-advice-being-afraid-of-covid-19-has-helped-us-control-covid-19.html	Trump Is Giving Dangerous Advice. Being Afraid Of COVID-19 Has Helped Us Control COVID-19.	Kaleigh Rogers	Oct. 5, 2020
at-we-actually-know-about-the-presidents-health.html	What We Actually Know About The President’s Health	Galen Druke	Oct. 5, 2020
biden-has-made-some-modest-gains-after-the-debate.html	Biden Has Made Some Modest Gains After The Debate	Nate Silver	Oct. 5, 2020
whos-the-best-of-the-nfls-worst.html	Who’s The Best Of The NFL’s Worst?		Oct. 5, 2020
will-trumps-diagnosis-change-the-way-republicans-think-about-covid-19.html	How Americans Are Reacting To Trump’s COVID-19 Diagnosis	Geoffrey Skelley	Oct. 5, 2020
jimmy-butler-outplayed-lebron-james-and-bought-miami-some-breathing-room.html	Jimmy Butler Outplayed LeBron James And Bought Miami Some Breathing Room	Chris Herring	Oct. 5, 2020
these-nba-playoffs-are-all-about-the-clutch-shooters.html	These NBA Playoffs Are All About The Clutch Shooters	Josh Planos	Oct. 5, 2020
more-states-are-using-ballot-drop-boxes-why-are-they-so-controversial.html	More States Are Using Ballot Drop Boxes. Why Are They So Controversial?	Nathaniel Rakich	Oct. 5, 2020
how-hatred-negative-partisanship-came-to-dominate-american-politics.html	How Hatred Came To Dominate American Politics	Lee Drutman	Oct. 5, 2020
trump-has-an-elevated-risk-of-severe-covid-19-but-it-helps-to-be-the-president.html	Trump Has An Elevated Risk Of Severe COVID-19. But It Helps To Be The President.	Kaleigh Rogers	Oct. 2, 2020
ump-tested-positive-for-covid-19-now-what.html	Trump Tested Positive For COVID-19. Now What?	Galen Druke	Oct. 2, 2020
septembers-jobs-report-is-a-political-rorschach-test.html	September’s Jobs Report Is A Political Rorschach Test	Amelia Thomson-DeVeaux	Oct. 2, 2020
the-heat-need-duncan-robinsons-3-pointers-now-more-than-ever.html	The Heat Need Duncan Robinson’s 3-Pointers Now More Than Ever	Andres Waters	Oct. 2, 2020
trump-covid-polls.html	How Have People Responded To Other Political Leaders Getting COVID-19?	Nathaniel Rakich	Oct. 2, 2020
how-will-trumps-positive-covid-19-test-affect-the-election.html	How Will Trump’s Positive COVID-19 Test Affect The Election?		Oct. 2, 2020
the-seattle-storm-have-been-here-before-can-the-las-vegas-aces-break-through.html	The Seattle Storm Have Been Here Before. Can The Las Vegas Aces Break Through?	Howard Megdal	Oct. 2, 2020
patrick-mahomes-just-doesnt-have-bad-games.html	Patrick Mahomes Just Doesn’t Have Bad Games	Josh Hermsmeyer	Oct. 2, 2020
can-you-eat-all-the-chocolates.html	Can You Eat All The Chocolates?	Zach Wissner-Gross	Oct. 2, 2020
republicans-are-less-confident-than-democrats-that-the-election-will-be-conducted-fairly.html	Republicans Are Less Confident Than Democrats That The Election Will Be Conducted Fairly	Geoffrey Skelley	Oct. 2, 2020
the-lakers-and-heat-missed-the-playoffs-then-they-started-cooking-their-finals-rosters.html	The Lakers And Heat Missed The Playoffs. Then They Started Cooking Their Finals Rosters.	Jared Dubin	Oct. 1, 2020
at-it-means-when-democrats-talk-about-packing-the-court.html	What It Means When Democrats Talk About Packing The Court	Galen Druke	Oct. 1, 2020
w-trump-could-spark-a-full-blown-election-crisis.html	How Trump Could Spark A Full-Blown Election Crisis	Geoffrey Skelley	Oct. 1, 2020
the-new-look-patriots-are-still-finding-ways-to-win.html	The New-Look Patriots Are Still Finding Ways To Win	Neil Paine	Oct. 1, 2020
weve-had-56-statewide-elections-during-the-pandemic-heres-what-we-learned-from-them.html	We’ve Had 56 Statewide Elections During The Pandemic. Here’s What We Learned From Them.	Nathaniel Rakich	Oct. 1, 2020
trumps-chances-are-dwindling-that-could-make-him-dangerous.html	Trump’s Chances Are Dwindling. That Could Make Him Dangerous.	Nate Silver	Sep. 30, 2020
e-debate-was-one-of-the-few-opportunities-for-trump-to-shake-up-the-race-he-probably-didnt.html	The Debate Was One Of The Few Opportunities For Trump To Shake Up The Race. He Probably Didn’t.	Galen Druke	Sep. 30, 2020
the-keys-to-winning-the-nba-finals-for-the-lakers-and-heat.html	The Keys To Winning The NBA Finals For The Lakers And Heat		Sep. 30, 2020
is-the-sec-ready-for-the-air-raid-mike-leach-sure-thinks-so.html	Is The SEC Ready For The Air Raid? Mike Leach Sure Thinks So.	Jake Lourim	Sep. 30, 2020
trump-biden-first-debate-reaction-chat.html	Will Such A Cacophonous Debate Change Any Minds?		Sep. 30, 2020
at-to-watch-for-during-the-first-presidential-debate.html	What To Watch For During The First Presidential Debate	Galen Druke	
jasmine-thomas-sets-the-pace-for-the-sun-and-their-opponents.html	Jasmine Thomas Sets The Pace For The Sun … And Their Opponents	Howard Megdal	Sep. 29, 2020
mlb-starting-pitchers-will-have-less-rest-this-postseason.html	MLB Starting Pitchers Will Have Less Rest This Postseason	Travis Sawchik	Sep. 29, 2020
the-tampa-bay-lightning-finally-delivered-on-their-stanley-cup-potential.html	The Tampa Bay Lightning Finally Delivered On Their Stanley Cup Potential	Terrence Doyle	Sep. 29, 2020
how-trumps-tax-returns-could-affect-the-election.html	How Trump’s Tax Returns Could Affect The Election	Geoffrey Skelley	Sep. 29, 2020
will-the-first-presidential-debate-shake-up-the-race.html	Will The First Presidential Debate Shake Up The Race?		Sep. 29, 2020
majority-of-americans-say-they-want-to-know-what-is-in-trumps-tax-returns-now-they-do.html	A Majority Of Americans Say They Want To Know What Is In Trump’s Tax Returns. Now They Do.	Galen Druke	Sep. 28, 2020
the-eagles-played-to-not-lose-or-win.html	The Eagles Played To Not Lose … Or Win		Sep. 28, 2020
what-to-watch-for-in-the-wildest-mlb-playoffs-ever.html	What To Watch For In The Wildest MLB Playoffs Ever	Neil Paine	Sep. 28, 2020
trump-is-an-underdog-but-the-electoral-colleges-republican-tilt-improves-his-chances.html	Trump Is An Underdog, But The Electoral College’s Republican Tilt Improves His Chances	Geoffrey Skelley	Sep. 28, 2020
-you-buy-that-democrats-have-an-edge-with-five-weeks-to-go-until-the-elections.html	Do You Buy That … Democrats Have An Edge With Five Weeks To Go Until The Elections?	Nate Silver	Sep. 28, 2020
how-a-conservative-6-3-majority-would-reshape-the-supreme-court.html	How A Conservative 6-3 Majority Would Reshape The Supreme Court	Amelia Thomson-DeVeaux	Sep. 28, 2020
can-the-sixers-find-a-way-to-win-it-all-with-embiid-and-simmons.html	Can The Sixers Find A Way To Win It All With Embiid And Simmons?	James L. Jackson	Sep. 28, 2020
how-covid-19-has-changed-the-college-experience.html	How COVID-19 Has Changed The College Experience	Anna Rothschild	Sep. 26, 2020
the-most-surprising-teams-of-this-short-mlb-season.html	The Most Surprising Teams Of This Short MLB Season	Neil Paine	Sep. 25, 2020
how-amy-coney-barrett-could-change-the-supreme-court.html	How Amy Coney Barrett Could Change The Supreme Court	Amelia Thomson-DeVeaux	Sep. 25, 2020
is-josh-allen-actually-good-now.html	Is Josh Allen Actually Good Now?	Josh Hermsmeyer	Sep. 25, 2020
kobe-bryant-punched-a-teammate-over-100-and-it-wasnt-shaq.html	Kobe Bryant Punched A Teammate Over $100, And It Wasn’t Shaq	Jeff Pearlman	Sep. 25, 2020
can-you-save-some-cold-pizza.html	Can You Save Some Cold Pizza?	Zach Wissner-Gross	Sep. 25, 2020
why-pennsylvania-michigan-wisconsin-north-carolina-likely-wont-be-called-on-election-night.html	Why Four Pivotal Swing States Likely Won’t Be Called On Election Night	Nathaniel Rakich	Sep. 25, 2020
most-americans-want-to-wait-until-after-the-election-to-fill-the-supreme-court-vacancy.html	Most Americans Want To Wait Until After The Election To Fill The Supreme Court Vacancy	Nathaniel Rakich	Sep. 25, 2020
w-far-could-trump-go-to-undermine-the-election-results.html	How Far Could Trump Go To Undermine The Election Results?	Galen Druke	Sep. 24, 2020
the-miami-heat-built-this-lead-with-a-zone-and-more-experience-and-tyler-herro.html	The Miami Heat Built This Lead With A Zone And More Experience (And Tyler Herro)		Sep. 24, 2020
ur-senate-races-to-watch-as-the-gop-rushes-to-fill-rbgs-seat.html	Four Senate Races To Watch As The GOP Rushes To Fill RBG’s Seat	Nathaniel Rakich	Sep. 24, 2020
nikola-jokic-is-a-tortoise-and-hes-beating-all-of-the-hares.html	Nikola Jokić Is A Tortoise, And He’s Beating All Of The Hares	Chris Herring	Sep. 24, 2020
russell-wilson-is-finally-throwing-early-and-often.html	Russell Wilson Is Finally Throwing Early And Often	Neil Paine	Sep. 24, 2020
arizona-is-the-democrats-purple-splotch-in-the-sunbelt.html	Arizona Is The Democrats’ Purple Splotch In The Sunbelt	Clare Malone	Sep. 24, 2020
what-state-polls-can-tell-us-about-the-national-race.html	What State Polls Can Tell Us About The National Race	Nate Silver	Sep. 24, 2020
can-the-miami-hurricanes-keep-this-up.html	Can The Miami Hurricanes Keep This Up?	Josh Planos	Sep. 23, 2020
ink-the-electoral-college-is-unfair-to-democrats-try-the-senate.html	Think The Electoral College Is Unfair To Democrats? Try The Senate.	Nate Silver	Sep. 23, 2020
trump-supporters-arent-shy-but-polls-could-still-be-missing-some-of-them.html	Trump Supporters Aren’t ‘Shy,’ But Polls Could Still Be Missing Some Of Them	Geoffrey Skelley	Sep. 23, 2020
the-eastern-conference-finals-coaches-share-the-same-strength.html	The Eastern Conference Finals Coaches Share The Same Strength	Jared Dubin	Sep. 23, 2020
how-to-know-when-you-can-trust-a-covid-19-vaccine.html	How To Know When You Can Trust A COVID-19 Vaccine	Maggie Koerth	Sep. 23, 2020
the-partisan-gender-and-generational-differences-among-black-voters-heading-into-election-day.html	The Partisan, Gender and Generational Differences Among Black Voters Heading Into Election Day	Meredith Conroy	Sep. 23, 2020
what-the-supreme-courts-unusually-big-jump-to-the-right-might-look-like.html	What The Supreme Court’s Unusually Big Jump To The Right Might Look Like	Amelia Thomson-DeVeaux	Sep. 22, 2020
election-update-the-senate-races-the-supreme-court-fight-may-or-may-not-affect.html	Election Update: The Senate Races The Supreme Court Fight May (Or May Not) Affect	Nathaniel Rakich	Sep. 22, 2020
experts-think-the-economy-would-be-stronger-if-covid-19-lockdowns-had-been-more-aggressive.html	Experts Think The Economy Would Be Stronger If COVID-19 Lockdowns Had Been More Aggressive	Neil Paine	Sep. 22, 2020
jamal-murray-isnt-the-new-steph-curry-but-he-might-be-close.html	Jamal Murray Isn’t The New Steph Curry, But He Might Be Close	Michael Pina	Sep. 22, 2020
how-aja-wilson-fulfilled-her-promise.html	A’ja Wilson Was Benched In College. Now She’s An MVP.	Dorothy J. Gentry	Sep. 22, 2020
e-potential-pitfalls-in-rushing-to-confirm-a-new-supreme-court-justice.html	The Potential Pitfalls In Rushing To Confirm A New Supreme Court Justice	Galen Druke	Sep. 22, 2020
theres-no-such-thing-as-the-latino-vote.html	There’s No Such Thing As The ‘Latino Vote’	Nathaniel Rakich	Sep. 22, 2020
a-record-number-of-black-americans-could-vote-early-this-year.html	A Record Number Of Black Americans Could Vote Early This Year	Geoffrey Skelley	Sep. 21, 2020
the-big-injuries-and-epic-comebacks-from-week-2-of-the-nfl-season.html	The Big Injuries And Epic Comebacks From Week 2 Of The NFL Season		Sep. 21, 2020
the-dallas-stars-are-putting-their-regular-season-shortcomings-behind-them.html	The Dallas Stars Are Putting Their Regular-Season Shortcomings Behind Them	Terrence Doyle	Sep. 21, 2020
will-senate-republicans-back-trumps-push-to-fill-ginsburgs-seat-even-if-he-loses-reelection.html	Will Senate Republicans Back Trump’s Push To Fill Ginsburg’s Seat — Even If He Loses Reelection?	Perry Bacon Jr.	Sep. 21, 2020
how-the-post-office-became-a-political-football.html	How The Post Office Became A Political Football	Kaleigh Rogers	Sep. 21, 2020
the-senates-rural-skew-makes-it-very-hard-for-democrats-to-win-the-supreme-court.html	The Senate’s Rural Skew Makes It Very Hard For Democrats To Win The Supreme Court	Nate Silver	Sep. 20, 2020
can-we-trust-a-covid-19-vaccine-that-gets-approved.html	Can We Trust A COVID-19 Vaccine That Gets Approved?	Anna Rothschild	Sep. 19, 2020
ll-the-supreme-court-be-the-most-important-issue-for-voters-in-2020.html	Will The Supreme Court Be The Most Important Issue For Voters In 2020?	Galen Druke	Sep. 19, 2020
what-ruth-bader-ginsburgs-death-could-mean-for-2020-and-the-supreme-court.html	What Ruth Bader Ginsburg’s Death Could Mean For 2020 And The Supreme Court	Perry Bacon Jr.	Sep. 18, 2020
whats-going-on-with-kickers-in-the-nfl.html	What’s Going On With Kickers In The NFL?	Josh Hermsmeyer	Sep. 18, 2020
y-our-forecast-says-democrats-are-slightly-favored-to-win-the-senate.html	Why Our Forecast Says Democrats Are Slightly Favored To Win The Senate	Galen Druke	Sep. 18, 2020
the-aces-dont-need-threes-to-win.html	The Aces Don’t Need Threes To Win	Mike Prada	Sep. 18, 2020
how-asian-americans-are-thinking-about-the-2020-election.html	How Asian Americans Are Thinking About The 2020 Election	Dhrumil Mehta	Sep. 18, 2020
can-you-break-a-very-expensive-centrifuge.html	Can You Break A Very Expensive Centrifuge?	Zach Wissner-Gross	Sep. 18, 2020
democrats-are-slight-favorites-to-take-back-the-senate.html	Democrats Are Slight Favorites To Take Back The Senate	Nate Silver	Sep. 18, 2020
ats-the-chance-that-trump-loses-the-popular-vote-but-wins-the-election-again.html	What’s The Chance That Trump Loses The Popular Vote But Wins The Election Again?	Nathaniel Rakich	Sep. 17, 2020
bam-adebayo-is-making-plays-denver-is-making-us-look-bad-and-the-lakers-may-need-to-make-some-adjustments.html	Bam Adebayo Is Making Plays, Denver Is Making Us Look Bad, And The Lakers May Need To Make Some Adjustments		Sep. 17, 2020
north-carolina-is-already-rejecting-black-voters-mail-in-ballots-more-often-than-white-voters.html	North Carolina Is Already Rejecting Black Voters’ Mail-In Ballots More Often Than White Voters’	Kaleigh Rogers	Sep. 17, 2020
jacob-degrom-just-keeps-throwing-faster.html	Jacob DeGrom Just Keeps Throwing Faster	Travis Sawchik	Sep. 17, 2020
more-and-more-americans-arent-religious-why-are-democrats-ignoring-these-voters.html	More And More Americans Aren’t Religious. Why Are Democrats Ignoring These Voters?	Daniel Cox	Sep. 17, 2020
dont-blame-the-refs-for-all-of-these-replay-reviews.html	Don’t Blame The Refs For All Of These Replay Reviews	Jared Dubin	Sep. 17, 2020
when-it-comes-to-playoff-disappointment-the-clippers-are-in-a-league-of-their-own.html	When It Comes To Playoff Disappointment, The Clippers Are In A League Of Their Own	Chris Herring	Sep. 16, 2020
aaron-rodgers-is-playing-like-aaron-rodgers-again.html	Aaron Rodgers Is Playing Like Aaron Rodgers Again	Neil Paine	Sep. 16, 2020
election-update-where-biden-and-trump-have-gained-the-most-ground.html	Election Update: Where Biden And Trump Have Gained The Most Ground	Geoffrey Skelley	Sep. 16, 2020
teams-dont-win-the-stanley-cup-with-a-goal-deficit-can-the-dallas-stars-change-that.html	Teams Don’t Win The Stanley Cup With A Goal Deficit. Can The Dallas Stars Change That?	Terrence Doyle	Sep. 16, 2020
a-canadian-teenager-is-one-of-the-fastest-soccer-players-in-the-world.html	A Canadian Teenager Is One Of The Fastest Soccer Players In The World	Julian McKenzie	Sep. 16, 2020
trump-has-lost-his-edge-in-tv-advertising.html	Trump Has Lost His Edge In TV Advertising	Nathaniel Rakich	Sep. 16, 2020
the-miami-heat-act-like-theyve-been-here-before-they-mostly-havent.html	The Miami Heat Act Like They’ve Been Here Before. They (Mostly) Haven’t.	Andres Waters	Sep. 15, 2020
y-some-latino-voters-are-backing-trump.html	Why Some Latino Voters Are Backing Trump	Galen Druke	Sep. 15, 2020
its-win-or-go-home-this-week-in-the-wnba-playoffs.html	It’s Win Or Go Home This Week In The WNBA Playoffs	Howard Megdal	Sep. 15, 2020
why-pennsylvania-could-decide-the-2020-election.html	Why Pennsylvania Could Decide The 2020 Election	Nathaniel Rakich	Sep. 15, 2020
everything-should-be-on-the-table-for-the-houston-rockets-even-james-hardens-future.html	Everything Should Be On The Table For The Houston Rockets. Even James Harden’s Future.	Chris Herring	Sep. 14, 2020
we-knew-a-football-team-would-win-in-week-1-but-maybe-not-football-team.html	We Knew A Football Team Would Win In Week 1. But Maybe Not ‘Football Team.’		Sep. 14, 2020
-you-buy-that-donald-trump-is-performing-well-with-hispanic-voters.html	Do You Buy That … Donald Trump Is Performing Well With Hispanic Voters?	Nate Silver	Sep. 14, 2020
why-coming-up-with-effective-interventions-to-address-covid-19-is-so-hard.html	Why Coming Up With Effective Interventions To Address COVID-19 Is So Hard	Neil Lewis Jr.	Sep. 14, 2020
what-if-trump-loses-and-wont-leave.html	What If Trump Loses And Won’t Leave?	Geoffrey Skelley	Sep. 14, 2020
why-a-covid-19-vaccine-trial-would-press-pause.html	Why A COVID-19 Vaccine Trial Would Press Pause	Anna Rothschild	Sep. 13, 2020
which-players-have-a-shot-at-becoming-wnba-rookie-of-the-year.html	Which Players Have A Shot At Becoming WNBA Rookie Of The Year?	Howard Megdal	Sep. 11, 2020
the-nationals-are-running-out-of-time.html	The Nationals Are Running Out Of Time	Neil Paine	Sep. 11, 2020
e-challenges-of-holding-an-election-during-a-pandemic.html	The Challenges Of Holding An Election During A Pandemic	Galen Druke	Sep. 11, 2020
nfidence-interval-will-texas-go-blue-in-2020.html	Confidence Interval: Will Texas Go Blue In 2020?	Galen Druke	Sep. 11, 2020
can-you-reach-the-summit-first.html	Can You Reach The Summit First?	Zach Wissner-Gross	Sep. 11, 2020
trump-and-biden-both-got-small-convention-bounces-but-only-biden-got-more-popular.html	Trump And Biden Both Got Small Convention Bounces. But Only Biden Got More Popular.	Nathaniel Rakich	Sep. 11, 2020
we-could-have-watched-raptors-celtics-game-6-all-day.html	We Could Have Watched Raptors-Celtics Game 6 All Day		Sep. 10, 2020
scheme-and-sacks-might-be-all-that-separate-patrick-mahomes-and-deshaun-watson.html	Scheme (And Sacks) Might Be All That Separate Patrick Mahomes And Deshaun Watson	Josh Hermsmeyer	Sep. 10, 2020
coronavirus-models-were-always-about-more-than-flattening-the-curve.html	Coronavirus Models Were Always About More Than Flattening The Curve	Maggie Koerth	Sep. 10, 2020
why-trump-might-be-scaring-off-older-voters.html	Why Trump Might Be Scaring Off Older Voters	Clare Malone	Sep. 10, 2020
will-liverpool-run-away-with-the-premier-league-again-or-can-manchester-city-take-the-title-back.html	Will Liverpool Run Away With The Premier League Again, Or Can Manchester City Take The Title Back?	Terrence Doyle	Sep. 10, 2020
what-to-watch-for-in-an-abnormally-normal-2020-nfl-season.html	What To Watch For In An Abnormally Normal 2020 NFL Season	Neil Paine	Sep. 9, 2020
economists-dont-think-the-lower-unemployment-rate-signals-a-clear-recovery.html	Economists’ Best- And Worst-Case Scenarios For The Recovery Haven’t Changed Very Much	Neil Paine	Sep. 10, 2020
election-update-polls-are-good-for-biden-pretty-much-everywhere-except-florida.html	Election Update: Polls Are Good For Biden Pretty Much Everywhere — Except Florida	Geoffrey Skelley	Sep. 9, 2020
an-expensive-goalie-is-not-your-ticket-to-the-stanley-cup.html	An Expensive Goalie Is Not Your Ticket To The Stanley Cup	Julian McKenzie	Sep. 9, 2020
the-bucks-played-it-safe-and-made-the-wrong-kind-of-history.html	The Bucks Played It Safe And Made The Wrong Kind Of History	Chris Herring	Sep. 9, 2020
ates-that-are-not-normally-competitive-are-competitive-in-2020.html	States That Are Not Normally Competitive Are Competitive In 2020	Galen Druke	Sep. 9, 2020
the-latest-on-republican-efforts-to-make-it-harder-to-vote.html	The Latest On Republican Efforts To Make It Harder To Vote	Perry Bacon Jr.	Sep. 9, 2020
a-big-chunk-of-white-americans-with-degrees-and-people-of-color-are-behind-trump.html	A Big Chunk Of People Of Color And White People With Degrees Are Behind Trump	Perry Bacon Jr.	Sep. 8, 2020
football-is-coming-to-three-of-the-power-five-conferences-covid-19-is-already-there.html	Football Is Coming To Three Of The Power Five Conferences. COVID-19 Is Already There.	Josh Planos	Sep. 8, 2020
the-rockets-new-starting-lineup-is-just-scratching-the-surface-of-its-potential.html	The Rockets’ New Starting Lineup Is Just Scratching The Surface Of Its Potential	Michael Pina	Sep. 8, 2020
giannis-is-doing-more-work-in-less-time.html	Giannis Is Doing More Work In Less Time	Andres Waters	Sep. 4, 2020
the-easy-part-of-the-economic-recovery-might-be-over.html	The Easy Part Of The Economic Recovery Might Be Over	Amelia Thomson-DeVeaux	Sep. 4, 2020
the-u-s-doesnt-want-to-join-a-global-effort-to-stop-a-global-pandemic.html	The U.S. Doesn’t Want To Join A Global Effort To Stop A Global Pandemic	Anna Rothschild	Sep. 4, 2020
ump-has-an-electoral-college-advantage-again-this-cycle.html	Trump Has An Electoral College Advantage Again This Cycle	Galen Druke	Sep. 4, 2020
smart-watches-could-do-more-for-wheelchair-users.html	Smart Watches Could Do More For Wheelchair Users	John Loeppky	Sep. 4, 2020
how-trump-and-covid-19-have-reshaped-the-modern-militia-movement.html	How Trump And COVID-19 Have Reshaped The Modern Militia Movement	Amelia Thomson-DeVeaux	Sep. 4, 2020
the-fifth-battle-for-riddler-nation.html	The Fifth Battle For Riddler Nation	Zach Wissner-Gross	Sep. 4, 2020
trumps-law-and-order-message-isnt-resonating-with-most-americans.html	Trump’s Law And Order Message Isn’t Resonating With Most Americans	Geoffrey Skelley	Sep. 4, 2020
newton-can-replace-brady-but-can-the-pats-replace-half-of-their-defense.html	Newton Can Replace Brady, But Can The Pats Replace Half Of Their Defense?	Neil Paine	Sep. 3, 2020
if-kawhi-turns-his-back-to-the-basket-watch-out.html	If Kawhi Turns His Back To The Basket, Watch Out	Michael Pina	Sep. 3, 2020
election-update-biden-gets-good-polls-in-arizona-and-wisconsin-and-a-bad-one-in-pennsylvania.html	Election Update: Biden Gets Good Polls In Arizona And Wisconsin — And A Bad One In Pennsylvania	Nathaniel Rakich	Sep. 3, 2020
americans-are-far-more-likely-to-support-athlete-protests-than-they-once-were.html	Americans Are Far More Likely To Support Athlete Protests Than They Once Were	Michael Tesler	Sep. 3, 2020
trump-may-have-gotten-a-convention-bounce-but-its-very-slight-and-may-already-be-fading.html	Trump May Have Gotten A Convention Bounce. But It’s Very Slight And May Already Be Fading.	Geoffrey Skelley	Sep. 2, 2020
fivethirtyeight-forecast-update-was-there-a-convention-bounce.html	A FiveThirtyEight Forecast Update: Was There A Convention Bounce?	Galen Druke	Sep. 2, 2020
wnba-star-courtney-vandersloot-has-passed-her-way-into-the-record-books.html	WNBA Star Courtney Vandersloot Has Assisted Her Way Into The Record Books	Howard Megdal	Sep. 2, 2020
ed-markey-won-but-its-still-been-a-rough-year-for-incumbents.html	Ed Markey Won, But It’s Still Been A Rough Year For Incumbents	Nathaniel Rakich	Sep. 2, 2020
more-women-than-ever-are-running-for-office-but-are-they-winning-their-primaries.html	More Women Than Ever Are Running For Office. But Are They Winning Their Primaries?	Meredith Conroy	Sep. 2, 2020
the-gop-convention-violated-plenty-of-norms-but-did-it-undermine-democratic-values.html	The GOP Convention Violated Plenty Of Norms, But Did It Undermine Democratic Values?	Julia Azari	Sep. 1, 2020
the-padres-are-going-for-it.html	The Padres Are Going For It	Travis Sawchik	Sep. 2, 2020
donovan-mitchell-and-jamal-murray-are-taking-different-paths-to-domination.html	Donovan Mitchell And Jamal Murray Are Taking Different Paths To Domination	Jared Dubin	Sep. 1, 2020
john-thompsons-unapologetic-blackness-changed-college-basketball.html	John Thompson’s Unapologetic Blackness Changed College Basketball	Santul Nerkar	Sep. 1, 2020
todays-elections-in-massachusetts-are-another-big-test-for-the-progressive-movement.html	Today’s Elections In Massachusetts Are Another Big Test For The Progressive Movement	Nathaniel Rakich	Sep. 1, 2020
